0	-5
1	-4.97917
2	-4.95833
3	-4.9375
4	-4.91667
5	-4.89583
6	-4.875
7	-4.85417
8	-4.83333
9	-4.8125
10	-4.79167
11	-4.77083
12	-4.75
13	-4.72917
14	-4.70833
15	-4.6875
16	-4.66667
17	-4.64583
18	-4.625
19	-4.60417
20	-4.58333
21	-4.5625
22	-4.54167
23	-4.52083
24	-4.5
25	-4.47917
26	-4.45833
27	-4.4375
28	-4.41667
29	-4.39583
30	-4.375
31	-4.35417
32	-4.33333
33	-4.3125
34	-4.29167
35	-4.27083
36	-4.25
37	-4.22917
38	-4.20833
39	-4.1875
40	-4.16667
41	-4.14583
42	-4.125
43	-4.10417
44	-4.08333
45	-4.0625
46	-4.04167
47	-4.02083
48	-4
49	-3.97917
50	-3.95833
51	-3.9375
52	-3.91667
53	-3.89583
54	-3.875
55	-3.85417
56	-3.83333
57	-3.8125
58	-3.79167
59	-3.77083
60	-3.75
61	-3.72917
62	-3.70833
63	-3.6875
64	-3.66667
65	-3.64583
66	-3.625
67	-3.60417
68	-3.58333
69	-3.5625
70	-3.54167
71	-3.52083
72	-3.5
73	-3.47917
74	-3.45833
75	-3.4375
76	-3.41667
77	-3.39583
78	-3.375
79	-3.35417
80	-3.33333
81	-3.3125
82	-3.29167
83	-3.27083
84	-3.25
85	-3.22917
86	-3.20833
87	-3.1875
88	-3.16667
89	-3.14583
90	-3.125
91	-3.10417
92	-3.08333
93	-3.0625
94	-3.04167
95	-3.02083
96	-3
97	-2.97917
98	-2.95833
99	-2.9375
100	-2.91667
101	-2.89583
102	-2.875
103	-2.85417
104	-2.83333
105	-2.8125
106	-2.79167
107	-2.77083
108	-2.75
109	-2.72917
110	-2.70833
111	-2.6875
112	-2.66667
113	-2.64583
114	-2.625
115	-2.60417
116	-2.58333
117	-2.5625
118	-2.54167
119	-2.52083
120	-2.5
121	-2.47917
122	-2.45833
123	-2.4375
124	-2.41667
125	-2.39583
126	-2.375
127	-2.35417
128	-2.33333
129	-2.3125
130	-2.29167
131	-2.27083
132	-2.25
133	-2.22917
134	-2.20833
135	-2.1875
136	-2.16667
137	-2.14583
138	-2.125
139	-2.10417
140	-2.08333
141	-2.0625
142	-2.04167
143	-2.02083
144	-2
145	-1.97917
146	-1.95833
147	-1.9375
148	-1.91667
149	-1.89583
150	-1.875
151	-1.85417
152	-1.83333
153	-1.8125
154	-1.79167
155	-1.77083
156	-1.75
157	-1.72917
158	-1.70833
159	-1.6875
160	-1.66667
161	-1.64583
162	-1.625
163	-1.60417
164	-1.58333
165	-1.5625
166	-1.54167
167	-1.52083
168	-1.5
169	-1.47917
170	-1.45833
171	-1.4375
172	-1.41667
173	-1.39583
174	-1.375
175	-1.35417
176	-1.33333
177	-1.3125
178	-1.29167
179	-1.27083
180	-1.25
181	-1.22917
182	-1.20833
183	-1.1875
184	-1.16667
185	-1.14583
186	-1.125
187	-1.10417
188	-1.08333
189	-1.0625
190	-1.04167
191	-1.02083
192	-1
193	-0.979167
194	-0.958333
195	-0.9375
196	-0.916667
197	-0.895833
198	-0.875
199	-0.854167
200	-0.833333
201	-0.8125
202	-0.791667
203	-0.770833
204	-0.75
205	-0.729167
206	-0.708333
207	-0.6875
208	-0.666667
209	-0.645833
210	-0.625
211	-0.604167
212	-0.583333
213	-0.5625
214	-0.541667
215	-0.520833
216	-0.5
217	-0.479167
218	-0.458333
219	-0.4375
220	-0.416667
221	-0.395833
222	-0.375
223	-0.354167
224	-0.333333
225	-0.3125
226	-0.291667
227	-0.270833
228	-0.25
229	-0.229167
230	-0.208333
231	-0.1875
232	-0.166667
233	-0.145833
234	-0.125
235	-0.104167
236	-0.0833333
237	-0.0625
238	-0.0416667
239	-0.0208333
240	0
241	0.0208333
242	0.0416667
243	0.0625
244	0.0833333
245	0.104167
246	0.125
247	0.145833
248	0.166667
249	0.1875
250	0.208333
251	0.229167
252	0.25
253	0.270833
254	0.291667
255	0.3125
256	0.333333
257	0.354167
258	0.375
259	0.395833
260	0.416667
261	0.4375
262	0.458333
263	0.479167
264	0.5
265	0.520833
266	0.541667
267	0.5625
268	0.583333
269	0.604167
270	0.625
271	0.645833
272	0.666667
273	0.6875
274	0.708333
275	0.729167
276	0.75
277	0.770833
278	0.791667
279	0.8125
280	0.833333
281	0.854167
282	0.875
283	0.895833
284	0.916667
285	0.9375
286	0.958333
287	0.979167
288	1
289	1.02083
290	1.04167
291	1.0625
292	1.08333
293	1.10417
294	1.125
295	1.14583
296	1.16667
297	1.1875
298	1.20833
299	1.22917
300	1.25
301	1.27083
302	1.29167
303	1.3125
304	1.33333
305	1.35417
306	1.375
307	1.39583
308	1.41667
309	1.4375
310	1.45833
311	1.47917
312	1.5
313	1.52083
314	1.54167
315	1.5625
316	1.58333
317	1.60417
318	1.625
319	1.64583
320	1.66667
321	1.6875
322	1.70833
323	1.72917
324	1.75
325	1.77083
326	1.79167
327	1.8125
328	1.83333
329	1.85417
330	1.875
331	1.89583
332	1.91667
333	1.9375
334	1.95833
335	1.97917
336	2
337	2.02083
338	2.04167
339	2.0625
340	2.08333
341	2.10417
342	2.125
343	2.14583
344	2.16667
345	2.1875
346	2.20833
347	2.22917
348	2.25
349	2.27083
350	2.29167
351	2.3125
352	2.33333
353	2.35417
354	2.375
355	2.39583
356	2.41667
357	2.4375
358	2.45833
359	2.47917
360	2.5
361	2.52083
362	2.54167
363	2.5625
364	2.58333
365	2.60417
366	2.625
367	2.64583
368	2.66667
369	2.6875
370	2.70833
371	2.72917
372	2.75
373	2.77083
374	2.79167
375	2.8125
376	2.83333
377	2.85417
378	2.875
379	2.89583
380	2.91667
381	2.9375
382	2.95833
383	2.97917
384	3
385	3.02083
386	3.04167
387	3.0625
388	3.08333
389	3.10417
390	3.125
391	3.14583
392	3.16667
393	3.1875
394	3.20833
395	3.22917
396	3.25
397	3.27083
398	3.29167
399	3.3125
400	3.33333
401	3.35417
402	3.375
403	3.39583
404	3.41667
405	3.4375
406	3.45833
407	3.47917
408	3.5
409	3.52083
410	3.54167
411	3.5625
412	3.58333
413	3.60417
414	3.625
415	3.64583
416	3.66667
417	3.6875
418	3.70833
419	3.72917
420	3.75
421	3.77083
422	3.79167
423	3.8125
424	3.83333
425	3.85417
426	3.875
427	3.89583
428	3.91667
429	3.9375
430	3.95833
431	3.97917
432	4
433	4.02083
434	4.04167
435	4.0625
436	4.08333
437	4.10417
438	4.125
439	4.14583
440	4.16667
441	4.1875
442	4.20833
443	4.22917
444	4.25
445	4.27083
446	4.29167
447	4.3125
448	4.33333
449	4.35417
450	4.375
451	4.39583
452	4.41667
453	4.4375
454	4.45833
455	4.47917
456	4.5
457	4.52083
458	4.54167
459	4.5625
460	4.58333
461	4.60417
462	4.625
463	4.64583
464	4.66667
465	4.6875
466	4.70833
467	4.72917
468	4.75
469	4.77083
470	4.79167
471	4.8125
472	4.83333
473	4.85417
474	4.875
475	4.89583
476	4.91667
477	4.9375
478	4.95833
479	4.97917
480	5
481	5.02083
482	5.04167
483	5.0625
484	5.08333
485	5.10417
486	5.125
487	5.14583
488	5.16667
489	5.1875
490	5.20833
491	5.22917
492	5.25
493	5.27083
494	5.29167
495	5.3125
496	5.33333
497	5.35417
498	5.375
499	5.39583
500	5.41667
501	5.4375
502	5.45833
503	5.47917
504	5.5
505	5.52083
506	5.54167
507	5.5625
508	5.58333
509	5.60417
510	5.625
511	5.64583
512	5.66667
513	5.6875
514	5.70833
515	5.72917
516	5.75
517	5.77083
518	5.79167
519	5.8125
520	5.83333
521	5.85417
522	5.875
523	5.89583
524	5.91667
525	5.9375
526	5.95833
527	5.97917
528	6
529	6.02083
530	6.04167
531	6.0625
532	6.08333
533	6.10417
534	6.125
535	6.14583
536	6.16667
537	6.1875
538	6.20833
539	6.22917
540	6.25
541	6.27083
542	6.29167
543	6.3125
544	6.33333
545	6.35417
546	6.375
547	6.39583
548	6.41667
549	6.4375
550	6.45833
551	6.47917
552	6.5
553	6.52083
554	6.54167
555	6.5625
556	6.58333
557	6.60417
558	6.625
559	6.64583
560	6.66667
561	6.6875
562	6.70833
563	6.72917
564	6.75
565	6.77083
566	6.79167
567	6.8125
568	6.83333
569	6.85417
570	6.875
571	6.89583
572	6.91667
573	6.9375
574	6.95833
575	6.97917
576	7
577	7.02083
578	7.04167
579	7.0625
580	7.08333
581	7.10417
582	7.125
583	7.14583
